loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status
642,1621,Auto,963910.07,9.68,Active
643,8443,Education,4431997.09,11.83,Active
644,6059,Education,1585982.14,16.47,Closed
645,7729,Education,1043055.81,13.52,Active
646,8454,Education,1419605.64,7.7,Defaulted
647,1607,Home,1376788.5,9.37,Active
648,7640,Personal,2242294.76,16.83,Active
649,2014,Home,2451260.57,8.21,Active
650,4825,Auto,2579028.0,10.53,Active
651,4994,Home,2710593.73,8.42,Active
652,4747,Home,843656.16,12.52,Active
653,5635,Auto,4406313.99,14.16,Active
654,794,Home,4265269.79,9.85,Active
655,5551,Auto,1536787.42,7.14,Active
656,968,Auto,3877634.77,13.16,Closed
657,5281,Education,3090287.86,8.53,Closed
658,5859,Home,4503602.32,8.2,Active
659,7481,Auto,1331616.17,7.76,Active
660,2441,Personal,3530934.18,12.0,Active
661,9984,Education,343067.14,9.41,Active
662,4295,Education,4266625.65,15.69,Closed
663,45,Education,4862471.67,8.2,Active
664,6606,Auto,3525478.32,7.01,Active
665,1761,Home,882956.36,11.8,Active
666,5853,Auto,1879720.04,15.28,Closed
667,648,Auto,3389984.04,17.83,Active
668,4533,Personal,4169446.46,14.28,Closed
669,4052,Education,3885919.69,16.94,Active
670,3010,Personal,2532580.85,9.99,Closed
671,6195,Home,1482141.5,15.08,Active
672,6618,Education,2788330.89,13.75,Active
673,4429,Education,4086359.07,13.21,Closed
674,1877,Personal,4360969.95,8.42,Active
675,2871,Auto,448865.36,14.38,Active
676,2702,Home,1648274.83,15.56,Closed
677,4637,Personal,1619834.77,13.64,Active
678,9971,Education,2162224.03,13.39,Active
679,749,Auto,3877721.76,13.89,Active
680,6409,Personal,4234832.94,17.06,Active
681,874,Home,3808217.19,17.63,Active
682,2328,Auto,2287086.66,15.88,Closed
683,6882,Personal,3429872.75,10.49,Active
684,4120,Home,1764156.15,7.15,Closed
685,7270,Home,1895619.91,15.42,Closed
686,4242,Home,2146237.46,12.78,Active
687,3956,Education,732467.79,7.17,Active
688,3817,Personal,3128528.61,7.68,Active
689,6781,Home,3101423.51,16.97,Active
690,7969,Auto,1045026.69,15.98,Active
691,8940,Education,914437.99,7.84,Active
692,3261,Personal,1005118.61,10.06,Defaulted
693,9282,Education,2960557.68,16.36,Closed
694,7769,Education,64377.4,16.87,Active
695,1663,Auto,1780214.81,17.87,Active
696,7156,Personal,366185.6,11.62,Active
697,5629,Home,4606376.43,13.58,Active
698,7103,Home,3646225.67,13.94,Active
699,2460,Education,2405568.65,10.96,Active
700,7538,Home,3395562.87,9.58,Active
701,5179,Education,2530213.76,14.05,Closed
702,5793,Home,4878344.8,13.91,Active
703,1651,Personal,4517768.88,9.21,Active
704,8655,Personal,1263645.01,14.23,Defaulted
705,4204,Education,3289104.04,15.56,Closed
706,7141,Education,532559.73,10.71,Active
707,618,Education,148628.91,15.61,Active
708,1211,Auto,2472715.26,11.34,Closed
709,6253,Home,2031770.86,17.36,Closed
710,4190,Education,1177097.88,10.67,Closed
711,2118,Education,3271271.76,7.22,Active
712,7301,Auto,1014694.26,15.57,Active
713,516,Home,4378369.18,11.44,Active
714,2040,Auto,4248434.34,8.25,Defaulted
715,6793,Education,4430147.73,14.29,Active
716,6246,Personal,1909586.03,8.07,Active
717,1776,Auto,4766496.25,11.34,Active
718,89,Personal,2091330.3,12.57,Active
719,7199,Education,107525.57,16.2,Active
720,4592,Education,2042417.96,10.39,Active
721,8983,Personal,1954906.8,7.66,Closed
722,6549,Home,3748451.89,17.92,Active
723,8700,Auto,4175953.63,9.24,Closed
724,3753,Auto,261266.51,11.94,Closed
725,6552,Home,324697.77,7.93,Active
726,771,Auto,2863000.94,14.57,Defaulted
727,5975,Auto,1868972.57,9.37,Active
728,6347,Auto,1844581.86,8.67,Closed
729,9757,Home,2438005.87,17.79,Active
730,4887,Home,3750409.27,13.43,Closed
731,5053,Home,3633827.55,10.02,Closed
732,408,Personal,1907601.62,14.88,Active
733,3612,Home,1601037.96,12.08,Active
734,1921,Home,3298168.97,16.68,Active
735,560,Auto,4171087.35,10.49,Active
736,7444,Auto,859645.41,12.54,Active
737,7667,Education,456794.89,17.39,Closed
738,1065,Personal,2380456.02,8.78,Active
739,9638,Auto,852199.81,7.72,Active
740,6974,Home,1989516.85,11.19,Closed
741,1778,Home,4123105.01,17.52,Active
742,3136,Auto,3276793.35,10.72,Active
743,9281,Personal,1748066.01,17.56,Active
744,4787,Auto,450292.09,15.33,Active
745,6895,Personal,1843240.39,14.78,Closed
746,2899,Personal,4055956.74,7.56,Active
747,3647,Education,4723817.91,16.64,Active
748,7015,Home,2758171.11,16.27,Defaulted
749,2089,Auto,2512143.86,15.87,Active
750,4281,Home,3875822.63,7.05,Active
751,2244,Personal,175118.66,13.86,Active
752,3706,Home,4978844.43,17.51,Closed
753,1806,Education,4485232.77,11.73,Active
754,771,Auto,4603933.18,11.95,Active
755,7219,Personal,3837214.02,8.67,Defaulted
756,4956,Home,2670380.97,8.91,Closed
757,2232,Personal,57551.71,8.8,Closed
758,2423,Home,1931668.58,8.43,Active
759,8098,Education,1083424.26,13.37,Active
760,6500,Home,3028954.98,16.68,Defaulted
761,5565,Home,987885.53,14.96,Active
762,7721,Education,3564393.1,13.58,Active
763,5628,Personal,3556554.54,8.45,Active
764,1341,Auto,4053635.32,14.04,Active
765,3042,Home,4628647.83,12.68,Defaulted
766,3166,Home,542460.85,7.81,Active
767,6664,Education,1908497.86,17.27,Active
768,988,Auto,4407228.49,13.03,Active
769,8429,Education,2241435.65,14.81,Active
770,8521,Education,3686560.26,11.26,Active
771,713,Home,4507871.65,7.24,Active
772,8805,Personal,3984048.45,10.0,Active
773,901,Education,1214162.84,15.54,Active
774,6348,Personal,2446786.93,15.63,Active
775,2982,Home,3445700.76,9.96,Active
776,1379,Home,891841.81,7.49,Active
777,538,Education,1110040.54,12.41,Active
778,320,Auto,4603379.59,15.26,Active
779,9878,Education,3851609.63,17.94,Active
780,8882,Personal,4170281.61,8.49,Closed
781,8320,Education,1530544.13,10.15,Active
782,6625,Personal,1695873.07,9.56,Defaulted
783,4078,Auto,407127.66,14.28,Closed
784,8034,Personal,1186283.6,9.09,Active
785,4584,Auto,4848382.85,13.42,Active
786,9020,Education,2980510.36,11.0,Active
787,6281,Personal,76155.95,14.04,Active
788,4042,Education,2796225.74,15.38,Active
789,5312,Personal,2915222.24,13.47,Defaulted
790,710,Home,3871858.93,17.46,Closed
791,4945,Education,2303957.97,13.48,Active
792,9081,Home,500847.3,12.18,Active
793,2857,Home,4393873.51,15.27,Active
794,3200,Auto,668931.4,10.58,Closed
795,9692,Education,2624942.03,7.12,Active
796,5838,Personal,560970.2,13.92,Closed
797,628,Personal,2429778.06,17.37,Active
798,7764,Education,2592282.77,9.17,Closed
799,7170,Personal,1593726.66,15.22,Defaulted
800,6780,Home,3889455.48,9.68,Closed
801,7981,Personal,4201152.26,17.65,Active
802,9417,Personal,3346858.98,16.48,Defaulted
803,4176,Home,4081915.09,15.17,Active
804,653,Home,1773921.02,13.92,Active
805,4659,Personal,1302921.91,10.09,Active
806,7944,Education,4757024.36,7.45,Active
807,8433,Personal,631389.64,7.0,Active
808,4069,Personal,1384283.46,7.7,Active
809,8257,Personal,3849251.48,14.2,Active
810,5050,Personal,4026083.11,7.68,Active
811,9568,Personal,3211139.92,17.36,Closed
812,4904,Education,1430976.26,8.26,Active
813,5490,Auto,611822.66,10.5,Active
814,8692,Home,3191980.18,10.94,Closed
815,1233,Home,87313.19,11.67,Defaulted
816,8882,Personal,1903211.76,7.09,Closed
817,4522,Auto,1766086.16,17.92,Active
818,315,Education,3956598.98,17.89,Active
819,5376,Education,2006212.77,14.86,Active
820,2080,Auto,3927567.79,10.85,Active
821,9426,Home,1479658.67,11.7,Active
822,6796,Personal,4240942.84,17.46,Active
823,8309,Personal,3360684.97,7.68,Active
824,6624,Auto,3287471.89,9.64,Active
825,6441,Education,1883933.68,16.05,Closed
826,7228,Personal,3017996.55,9.13,Active
827,4528,Education,3545936.18,9.43,Defaulted
828,5155,Education,2579375.45,14.2,Active
829,8372,Education,2831288.47,7.53,Defaulted
830,2891,Personal,612113.81,16.11,Active
831,1001,Auto,2845701.07,9.24,Active
832,2359,Home,3850277.36,13.72,Active
833,2453,Auto,1234969.56,17.2,Active
834,7917,Education,849983.96,10.81,Active
835,1339,Education,845516.62,16.44,Active
836,7756,Auto,3682896.67,10.62,Active
837,2296,Personal,3155709.82,13.91,Active
838,6533,Auto,3597904.69,7.52,Defaulted
839,1449,Personal,1103416.17,12.82,Active
840,8825,Home,3571838.99,17.06,Active
841,8307,Education,4949144.54,10.48,Active
842,1844,Personal,447111.97,9.29,Active
843,1014,Auto,2301118.93,10.26,Closed
844,8238,Personal,1548680.91,13.77,Active
845,7760,Personal,1375422.48,8.39,Active
846,8636,Home,3880443.2,11.45,Active
847,2258,Home,3162876.3,15.75,Active
848,4404,Auto,4834685.0,11.21,Active
849,510,Auto,483738.78,8.82,Active
850,7510,Home,4238158.23,9.15,Active
851,6842,Auto,4251332.94,13.83,Active
852,9935,Home,1611748.01,13.09,Closed
853,6154,Education,1083022.09,14.11,Active
854,2632,Home,4808705.81,9.01,Defaulted
855,9322,Personal,3800042.05,12.46,Active
856,269,Auto,4816127.96,11.18,Active
857,5339,Home,3187929.59,13.92,Active
858,2994,Education,3095015.4,12.88,Active
859,7896,Personal,2848986.77,7.29,Closed
860,6194,Personal,819050.93,12.82,Closed
861,8284,Auto,237193.79,14.62,Active
862,1903,Personal,981915.54,9.06,Active
863,2410,Auto,2487009.67,12.84,Active
864,4131,Education,582441.3,11.66,Active
865,3857,Personal,4753084.4,17.19,Closed
866,9895,Auto,4792049.45,10.0,Active
867,7013,Home,4599296.22,12.09,Active
868,4838,Personal,3599892.91,11.58,Defaulted
869,8347,Education,1432133.56,9.94,Defaulted
870,9871,Education,2377836.78,14.03,Active
871,2847,Personal,3018906.44,11.24,Defaulted
872,8916,Education,2238538.45,10.02,Active
873,1452,Auto,595819.67,11.4,Active
874,7517,Home,4754698.11,11.14,Active
875,2005,Personal,3036456.96,11.08,Active
876,4548,Auto,827268.88,13.33,Active
877,3101,Education,2110348.18,12.53,Closed
878,5948,Education,3494216.86,10.67,Active
879,3515,Home,537790.21,7.74,Closed
880,87,Auto,3920635.48,16.08,Active
881,2866,Home,2202263.9,15.51,Active
882,2654,Auto,4890944.93,13.58,Closed
883,2565,Home,3164422.4,7.15,Active
884,7947,Auto,2564644.45,9.44,Active
885,8346,Personal,4116788.41,11.75,Active
886,4224,Personal,1235016.61,16.68,Active
887,5049,Personal,4914238.71,11.62,Active
888,2201,Auto,1858130.94,7.63,Closed
889,2192,Personal,1700529.93,8.86,Closed
890,5813,Auto,3308975.84,14.87,Active
891,2585,Home,980668.3,15.75,Closed
892,1782,Home,516471.22,17.16,Active
893,1507,Education,2009917.53,11.98,Closed
894,7439,Education,4667945.29,8.46,Closed
895,334,Personal,1173331.36,7.56,Closed
896,5832,Education,3280911.47,9.71,Defaulted
897,3513,Home,4730380.6,14.9,Active
898,5628,Personal,93861.78,16.74,Active
899,9820,Auto,4310150.34,14.48,Active
900,6564,Home,3455772.76,13.67,Active
901,2362,Auto,1540110.36,15.35,Active
902,7837,Personal,3042981.9,15.3,Active
903,3967,Auto,1261131.56,9.36,Active
904,6085,Personal,2438142.84,8.84,Closed
905,83,Education,1403831.4,9.73,Active
906,119,Education,2376213.97,8.36,Active
907,6840,Personal,1118772.3,7.49,Closed
908,6256,Education,3997251.37,11.99,Active
909,5476,Personal,461809.34,10.91,Active
910,9751,Personal,3547504.89,13.01,Active
911,767,Education,2848049.42,15.68,Defaulted
912,429,Auto,4681094.72,15.31,Active
913,390,Education,1096182.7,14.5,Active
914,2722,Auto,1147204.22,7.68,Closed
915,6227,Home,3590190.85,12.79,Active
916,2292,Home,3440925.3,13.55,Defaulted
917,2689,Personal,445648.27,7.23,Active
918,9141,Auto,1888639.33,7.24,Active
919,2449,Personal,1768472.24,17.82,Active
920,9590,Home,3821463.71,15.85,Active
921,4125,Personal,1996155.38,16.36,Active
922,3802,Education,3695775.61,9.77,Active
923,6158,Personal,1568835.39,17.04,Active
924,6565,Education,4338724.78,14.95,Active
925,5034,Personal,1045823.54,15.8,Active
926,7386,Auto,4623015.69,10.6,Active
927,4584,Personal,3182564.66,14.67,Defaulted
928,2297,Auto,1003179.53,17.76,Active
929,7380,Auto,3888154.49,14.54,Active
930,942,Auto,4269299.49,12.0,Active
931,2717,Personal,4849969.07,14.4,Defaulted
932,235,Home,1726277.36,9.89,Closed
933,7813,Personal,733088.37,12.44,Closed
934,749,Home,1989394.79,15.94,Closed
935,7298,Home,2785320.83,11.78,Active
936,7882,Auto,4224652.05,8.62,Active
937,5209,Personal,3492003.92,12.33,Active
938,2029,Home,3792950.34,17.22,Active
939,2582,Education,363578.72,11.68,Defaulted
940,7132,Personal,869428.22,14.5,Active
941,7620,Education,571807.17,13.22,Closed
942,8079,Home,1872317.07,16.05,Active
943,5858,Home,2249848.88,7.09,Active
944,5953,Auto,3414872.86,17.81,Active
945,2159,Home,3467115.29,16.86,Active
946,8320,Education,3362609.18,11.7,Active
947,3418,Personal,201148.62,7.57,Active
948,5269,Personal,634872.02,14.64,Closed
949,7916,Auto,1276875.92,10.8,Active
950,5383,Home,3302360.07,10.47,Active
951,6857,Auto,3447395.06,8.77,Active
952,9997,Personal,3027381.97,7.31,Active
953,1662,Education,4477841.41,7.26,Active
954,324,Personal,62054.16,11.56,Active
955,8173,Auto,1330366.22,11.86,Active
956,5,Education,2242756.77,10.4,Defaulted
957,3629,Personal,1545580.4,11.75,Active
958,7753,Home,3057890.85,9.97,Active
959,4856,Education,613958.45,14.24,Active
960,6207,Personal,4830540.66,14.58,Active
961,3218,Personal,2961364.11,17.29,Active
962,4857,Home,3735640.39,7.16,Closed
963,1975,Auto,3286566.18,9.31,Active
964,7897,Home,213817.83,10.37,Active
965,1946,Personal,1927060.43,17.5,Closed
966,9998,Education,1165665.2,13.7,Active
967,7946,Personal,2595691.69,17.88,Active
968,6685,Education,2345788.08,14.33,Active
969,8031,Home,3094560.34,10.53,Closed
970,1165,Auto,4791595.72,15.74,Active
971,1780,Personal,3592669.43,15.67,Active
972,8304,Personal,3050156.97,11.47,Defaulted
973,7303,Education,1166616.08,16.96,Defaulted
974,4050,Personal,3443844.63,7.5,Defaulted
975,2509,Personal,438585.18,13.37,Closed
976,3279,Auto,1757664.82,9.36,Active
977,4875,Education,166432.31,9.94,Active
978,9965,Personal,3747939.59,14.93,Active
979,1586,Home,770982.67,11.09,Active
980,1827,Personal,3120086.46,15.4,Active
981,8140,Personal,1729800.98,16.49,Active
982,5400,Auto,2043830.84,17.49,Active
983,5215,Auto,1696820.23,10.83,Closed
984,3879,Education,1401608.19,16.12,Closed
985,9854,Home,4729532.29,15.86,Active
986,4286,Home,691928.48,11.07,Closed
987,1367,Home,1081139.28,9.09,Closed
988,1560,Auto,4401814.71,16.63,Closed
989,3852,Home,3522696.49,16.3,Active
990,7648,Personal,2627299.35,17.16,Active
991,7796,Education,4344891.87,9.08,Active
992,5574,Home,4156466.74,7.25,Active
993,782,Home,3002678.0,8.81,Active
994,9654,Auto,2512111.18,7.83,Active
995,9985,Personal,4201239.71,8.5,Active
996,392,Home,50006.76,12.99,Closed
997,4863,Education,1051146.08,13.01,Active
998,2874,Personal,575194.76,10.2,Defaulted
999,7078,Personal,4600172.34,10.03,Closed
1000,6054,Education,4506946.62,7.25,Closed
1001,7225,Home,3050514.24,9.97,Active
1002,3762,Home,3694788.55,10.29,Active
1003,2826,Auto,3102674.48,17.58,Active
1004,7758,Auto,3674301.22,16.27,Closed
1005,5002,Personal,2984815.16,17.75,Active
1006,7700,Home,1107097.12,9.0,Active
1007,2823,Auto,1880173.69,11.92,Active
1008,8857,Personal,2563781.18,7.64,Active
1009,4104,Personal,2516434.25,13.84,Active
1010,1127,Personal,1833058.34,11.96,Active
1011,2173,Auto,1009192.35,11.19,Active
1012,3268,Education,3647296.21,12.04,Active
1013,3436,Personal,2915712.01,9.82,Active
1014,2975,Auto,4318824.02,11.9,Active
1015,2978,Personal,4446488.73,8.21,Closed
1016,133,Auto,3250462.65,14.18,Closed
1017,8047,Personal,762528.57,12.91,Active
1018,6982,Home,3272734.29,13.35,Active
1019,5022,Home,3767679.14,10.74,Active
1020,8835,Personal,4455349.11,17.41,Active
1021,4502,Auto,265482.96,13.84,Closed
1022,753,Personal,3392918.25,16.6,Active
1023,7248,Personal,1278621.21,11.89,Active
1024,1566,Personal,394310.9,13.37,Active
1025,3519,Home,3650085.67,11.48,Active
1026,8270,Personal,2745409.49,10.14,Active
1027,1007,Education,4035576.24,9.7,Active
1028,5410,Auto,1270025.3,11.41,Defaulted
1029,8441,Home,1845337.5,11.55,Active
1030,5595,Home,4195611.36,13.38,Active
1031,5918,Education,4466137.68,15.86,Active
1032,628,Personal,4481397.56,13.07,Defaulted
1033,8965,Auto,340547.21,16.18,Closed
1034,1709,Personal,486898.72,7.4,Defaulted
1035,4876,Home,249788.53,12.01,Defaulted
1036,6853,Auto,504938.33,10.09,Active
1037,3661,Home,4390220.17,12.72,Active
1038,5023,Education,1904477.23,10.7,Active
1039,3895,Auto,4382052.54,17.27,Active
1040,1497,Auto,3784406.01,16.3,Active
1041,8832,Home,965937.44,16.01,Active
1042,9298,Auto,2375837.49,15.75,Active
1043,2246,Education,3312565.97,15.86,Active
1044,4567,Auto,4950193.47,17.87,Active
1045,6205,Personal,1045844.35,11.66,Active
1046,2724,Personal,2598397.91,16.82,Closed
1047,7406,Personal,420597.73,14.28,Closed
1048,9543,Home,116850.0,10.67,Active
1049,1498,Education,3597318.71,11.69,Active
1050,880,Personal,2465307.0,14.64,Active
1051,5536,Home,1893048.63,14.15,Closed
1052,3998,Personal,2913016.12,14.85,Active
1053,5841,Personal,3442238.46,15.19,Active
1054,884,Education,2777533.65,12.42,Active
1055,8634,Personal,2247730.36,10.86,Closed
1056,4058,Auto,2369017.94,13.36,Active
1057,8119,Personal,512778.56,12.21,Active
1058,3965,Education,678728.0,11.36,Closed
1059,2468,Home,3707860.33,9.92,Active
1060,95,Auto,1615758.59,7.18,Active
1061,353,Personal,1720716.17,17.77,Active
1062,9741,Personal,1930766.96,17.27,Active
1063,8713,Education,1402823.27,10.04,Active
1064,3981,Home,1363901.38,15.32,Active
1065,5998,Education,3010012.98,8.3,Closed
1066,4280,Personal,2238014.52,13.96,Active
1067,9103,Personal,1667092.83,12.48,Closed
1068,3283,Personal,3888679.79,13.39,Active
1069,5885,Education,1319253.19,8.93,Active
1070,8142,Personal,4257678.57,7.85,Active
1071,9740,Home,3077514.21,8.06,Active
1072,4984,Personal,3200203.9,8.28,Active
1073,9712,Personal,156913.1,11.64,Active
1074,3910,Personal,4373269.58,11.83,Active
1075,3189,Education,298058.48,12.12,Active
1076,6428,Home,984920.07,7.59,Active
1077,8847,Auto,1195386.32,9.88,Closed
1078,3751,Personal,2801594.66,10.91,Active
1079,8194,Auto,3245714.58,11.12,Closed
1080,3559,Home,2252471.48,16.29,Closed
1081,1243,Auto,558406.3,11.16,Active
1082,4333,Education,4216905.64,12.36,Closed
1083,4165,Education,354855.63,7.29,Active
1084,5095,Education,2963745.02,17.26,Active
1085,2260,Personal,3419849.34,7.59,Closed
1086,3357,Auto,894351.61,7.59,Active
1087,4664,Personal,585358.89,16.65,Active
1088,347,Home,4504400.99,15.98,Active
1089,2660,Home,266129.11,11.1,Active
1090,1017,Auto,4287053.58,11.89,Closed
1091,3999,Home,1327374.38,10.84,Active
1092,5957,Personal,120815.27,15.35,Active
1093,7518,Auto,2135456.22,7.61,Active
1094,5526,Education,3609144.05,10.01,Closed
1095,3101,Personal,901953.53,16.83,Closed
1096,1979,Auto,4883837.03,14.07,Active
1097,6565,Auto,1851771.33,10.78,Closed
1098,204,Personal,2871113.58,15.93,Active
1099,9348,Home,3072207.47,9.17,Active
1100,9002,Education,4147745.65,12.5,Active
1101,2431,Personal,4633006.31,13.9,Active
1102,9152,Home,240481.61,8.33,Active
1103,7493,Personal,1266760.72,12.48,Active
1104,1201,Home,2831234.34,9.02,Active
1105,6053,Auto,2905675.49,14.73,Active
1106,2671,Education,2428185.19,15.34,Defaulted
1107,2838,Auto,4952763.38,9.1,Active
1108,5125,Home,1989295.24,12.75,Closed
1109,632,Home,4329783.39,9.09,Closed
1110,672,Education,3499392.49,8.46,Active
1111,3776,Personal,2745532.55,8.18,Active
1112,2338,Home,4281972.46,8.01,Active
1113,2707,Education,2284700.45,13.43,Active
1114,8555,Personal,3069977.95,15.14,Active
1115,8654,Education,1713576.28,17.67,Active
1116,3329,Personal,1688855.75,14.39,Active
1117,8220,Personal,70308.35,11.08,Closed
1118,6536,Education,3588589.97,12.57,Active
1119,7259,Home,3561427.44,13.67,Active
1120,4746,Home,2738155.91,11.38,Closed
1121,891,Auto,1653740.0,15.59,Active
1122,8287,Home,4422738.22,12.6,Closed
1123,6673,Home,1935407.43,9.25,Active
1124,8723,Home,2908131.4,10.18,Closed
1125,5886,Education,3196343.31,15.55,Active
1126,4790,Education,4627535.68,15.37,Active
1127,5186,Auto,1328648.74,9.03,Active
1128,7519,Personal,3935487.62,7.34,Active
1129,4798,Education,622522.1,7.45,Closed
1130,5596,Personal,584500.37,17.16,Active
1131,4820,Education,3361238.81,16.54,Active
1132,6466,Auto,1107842.21,10.01,Closed
1133,8423,Education,4884086.79,8.11,Active
1134,3154,Auto,2054138.12,17.76,Active
1135,2022,Home,992198.01,7.73,Active
1136,7667,Auto,1727495.28,13.68,Active
1137,8370,Home,1828553.86,14.74,Active
1138,6258,Auto,513232.12,10.3,Active
1139,3415,Education,963227.88,17.33,Active
1140,5127,Home,3153047.55,14.08,Defaulted
1141,9763,Personal,2722568.63,10.36,Active
1142,1853,Education,3030216.89,11.58,Active
1143,8696,Education,4815932.1,12.23,Active
1144,1247,Education,2092443.51,13.96,Closed
1145,1972,Education,3829223.72,11.19,Active
1146,1915,Personal,977328.66,14.76,Active
1147,4047,Personal,3480067.42,10.49,Active
1148,513,Personal,2980881.72,11.87,Active
1149,7166,Home,2940747.3,11.1,Active
1150,9444,Personal,1144812.0,8.06,Active
1151,766,Education,4874554.14,13.47,Closed
1152,1087,Personal,290519.47,8.3,Defaulted
1153,8043,Education,4225980.83,12.14,Active
1154,1617,Personal,3116678.41,12.48,Active
1155,1293,Home,3790448.28,7.54,Defaulted
1156,2093,Education,717208.85,15.37,Active
1157,8422,Home,4978351.13,11.15,Closed
1158,7321,Education,578198.61,11.94,Active
1159,1109,Auto,4012884.63,12.82,Active
1160,3666,Home,4850491.65,17.94,Active
1161,7591,Personal,174875.56,16.34,Active
1162,4266,Home,1156151.96,15.09,Active
1163,9823,Auto,204829.62,12.28,Defaulted
1164,3047,Auto,3213691.84,16.27,Active
1165,7317,Auto,1781437.97,11.58,Closed
1166,6113,Personal,1899976.08,7.83,Active
1167,1309,Personal,241565.77,17.06,Closed
1168,5014,Home,3106747.93,16.14,Active
1169,2041,Auto,3796375.26,13.78,Active
1170,1953,Personal,3026573.95,11.9,Closed
1171,6432,Education,4200195.98,9.47,Defaulted
1172,4432,Auto,1151408.48,17.1,Active
1173,9871,Auto,4929062.71,10.32,Active
1174,4454,Home,3810578.67,16.65,Active
1175,7596,Auto,3864865.26,10.11,Closed
1176,5454,Home,1327008.55,17.4,Active
1177,1946,Personal,1181306.29,16.03,Closed
1178,6716,Personal,2093835.25,16.13,Active
1179,4736,Auto,1075374.39,9.87,Active
1180,919,Education,487829.84,16.66,Closed
1181,4322,Personal,1353628.95,7.81,Defaulted
1182,4720,Education,4533843.44,17.86,Defaulted
1183,5871,Auto,128637.31,8.72,Closed
1184,7432,Home,724944.01,15.72,Active
1185,8907,Auto,4484543.15,17.82,Closed
1186,1642,Auto,3924841.52,11.33,Active
1187,4802,Auto,1774380.24,12.72,Active
1188,2332,Personal,2326192.52,11.75,Active
1189,8033,Home,4349587.34,15.26,Active
1190,7347,Auto,168071.92,13.03,Active
1191,1320,Education,1706547.13,8.99,Defaulted
1192,9355,Personal,325334.72,12.66,Active
1193,6828,Home,341828.46,17.29,Closed
1194,1034,Education,935840.87,17.95,Active
1195,1724,Education,447979.27,15.94,Closed
1196,7582,Home,282338.36,17.69,Closed
1197,9524,Auto,1998655.55,12.75,Defaulted
1198,1807,Personal,3209386.08,14.1,Active
1199,9359,Personal,3038159.09,16.67,Active
1200,1441,Auto,1517776.95,12.37,Active
1201,2529,Education,3256805.15,14.02,Active
1202,2283,Auto,4390631.58,9.33,Active
1203,2329,Personal,2640535.77,7.55,Closed
1204,6669,Personal,1899385.71,11.05,Active
1205,8639,Education,3840549.57,11.38,Closed
1206,6868,Education,4085928.22,16.67,Active
1207,2241,Auto,3376386.52,14.41,Closed
1208,5670,Personal,863436.99,8.12,Active
1209,7498,Home,887250.55,8.27,Closed
1210,3789,Home,1206449.79,16.42,Active
1211,4873,Home,2959776.8,16.06,Closed
1212,8389,Auto,1981003.77,13.57,Active
1213,5297,Personal,4257011.35,11.25,Closed
1214,5651,Auto,2019198.39,10.33,Closed
1215,1910,Education,118857.99,8.71,Active
1216,7359,Home,976730.37,14.61,Defaulted
1217,8541,Home,2753619.87,17.87,Active
1218,5610,Education,2840201.25,10.25,Active
1219,6104,Education,2602246.5,16.32,Active
1220,3752,Personal,2554371.28,14.8,Active
1221,179,Education,2660920.56,17.23,Defaulted
1222,2449,Education,3494253.97,16.98,Active
1223,318,Home,291919.64,12.61,Closed
1224,9929,Auto,1310300.24,17.52,Closed
1225,4820,Auto,522452.02,17.29,Active
1226,4013,Personal,426851.58,9.2,Active
1227,6398,Home,3613582.08,15.86,Defaulted
1228,4001,Auto,2251263.07,7.18,Active
1229,7497,Education,2654119.94,9.84,Closed
1230,4079,Education,3018054.29,17.14,Closed
1231,317,Auto,489452.07,12.94,Active
1232,8527,Home,4451376.58,16.86,Active
1233,628,Home,3137946.59,8.57,Active
1234,6139,Personal,2364678.53,8.6,Active
1235,5729,Home,4531009.46,9.94,Active
1236,3762,Education,2202169.54,15.62,Active
1237,4795,Auto,3813868.59,9.84,Active
1238,5087,Education,992406.79,17.76,Active
1239,4923,Home,4343855.48,9.67,Active
1240,8578,Home,2723891.44,13.86,Active
1241,7201,Home,4671184.72,13.64,Active
1242,4936,Auto,1949065.35,7.2,Active
1243,9834,Home,1056984.04,15.76,Active
1244,9566,Auto,900569.04,17.96,Active
1245,1788,Auto,2283240.88,9.21,Active
1246,3261,Home,211718.76,16.19,Active
1247,9754,Education,993019.46,7.31,Defaulted
1248,1432,Home,4689999.69,13.44,Closed
1249,8284,Home,4966240.17,16.09,Active
1250,6661,Home,991750.88,10.19,Active
1251,753,Auto,2473081.0,17.41,Active
1252,7277,Auto,1960985.16,9.77,Active
1253,5934,Education,1415759.88,10.68,Active
1254,1839,Auto,1340871.54,11.06,Active
1255,6046,Education,4492692.35,17.66,Defaulted
1256,9827,Personal,201029.42,15.66,Closed
1257,7285,Auto,918437.25,9.18,Active
1258,3185,Home,1691055.65,13.35,Active
1259,2666,Auto,1252320.33,13.55,Active
1260,1221,Auto,1423429.62,14.37,Active
1261,8861,Education,105132.49,13.24,Active
1262,6893,Home,4277651.37,10.58,Active
1263,2384,Home,4114277.53,7.28,Active
1264,2395,Personal,1968476.27,9.9,Closed
1265,3904,Personal,1862438.79,12.68,Active
1266,5750,Home,4971741.42,11.99,Active
1267,5228,Home,2876494.71,15.63,Active
1268,7630,Auto,4686315.24,12.49,Active
1269,6911,Education,4182460.91,11.2,Active
1270,6500,Education,3921836.23,17.23,Closed
1271,6718,Education,3784593.73,14.63,Closed
1272,5451,Home,4644821.98,7.42,Defaulted
