ticket_id,customer_id,issue_type,created_at,resolved_at,satisfaction_score
3467,1625,UPI Failure,2025-05-24 09:24:44.803779,2025-06-06 09:24:44.803779,1
3468,8057,UPI Failure,2025-01-10 08:42:59.970463,2025-01-23 08:42:59.970463,5
3469,1786,Loan Query,2025-01-06 20:48:03.854099,2025-01-14 20:48:03.854099,4
3470,284,Loan Query,2024-12-10 19:19:48.515118,2024-12-18 19:19:48.515118,3
3471,2247,UPI Failure,2024-07-03 03:47:13.587142,2024-07-14 03:47:13.587142,2
3472,7532,UPI Failure,2025-08-21 00:58:42.228487,2025-08-23 00:58:42.228487,5
3473,5919,Card Issue,2024-11-03 14:53:40.951991,2024-11-16 14:53:40.951991,
3474,4233,Loan Query,2024-08-02 06:22:58.080709,2024-08-15 06:22:58.080709,3
3475,5797,Loan Query,2024-06-28 12:56:24.740037,2024-07-02 12:56:24.740037,3
3476,7633,Account Access,2025-10-18 21:30:56.850254,2025-10-18 21:30:56.850254,
3477,3305,Card Issue,2024-08-13 13:45:44.836978,2024-08-15 13:45:44.836978,2
3478,3956,Card Issue,2026-05-10 04:17:27.889788,2026-05-18 04:17:27.889788,2
3479,8235,Loan Query,2024-07-12 17:31:05.259519,2024-07-24 17:31:05.259519,2
3480,4587,Account Access,2025-11-25 12:16:41.818710,2025-12-03 12:16:41.818710,1
3481,4094,Fraud Complaint,2025-08-02 19:12:35.488225,2025-08-06 19:12:35.488225,3
3482,9001,Card Issue,2025-02-22 21:38:12.185798,2025-02-27 21:38:12.185798,2
3483,3040,Fraud Complaint,2025-12-31 07:31:08.992730,2026-01-09 07:31:08.992730,
3484,1647,Card Issue,2025-06-25 18:04:59.979137,2025-06-27 18:04:59.979137,2
3485,3427,Card Issue,2024-10-08 00:47:46.429305,2024-10-10 00:47:46.429305,3
3486,3355,Fraud Complaint,2025-05-15 17:17:12.502112,2025-05-23 17:17:12.502112,3
3487,1088,UPI Failure,2025-12-22 19:24:14.264882,2025-12-29 19:24:14.264882,5
3488,2752,Loan Query,2024-11-12 03:29:45.677641,2024-11-22 03:29:45.677641,1
3489,5244,Account Access,2025-10-30 11:15:32.458047,2025-11-12 11:15:32.458047,2
3490,5293,Account Access,2024-12-12 09:41:43.618662,2024-12-20 09:41:43.618662,2
3491,8961,Loan Query,2026-01-23 18:32:01.814750,2026-02-02 18:32:01.814750,1
3492,8899,UPI Failure,2025-04-19 03:12:53.544536,2025-05-02 03:12:53.544536,1
3493,7473,Loan Query,2025-03-13 04:40:58.178618,2025-03-13 04:40:58.178618,5
3494,8275,UPI Failure,2025-02-10 00:02:40.763288,2025-02-15 00:02:40.763288,5
3495,5288,Loan Query,2025-09-18 09:52:28.928134,2025-09-21 09:52:28.928134,4
3496,9374,UPI Failure,2025-11-14 22:47:37.835708,2025-11-28 22:47:37.835708,3
3497,503,Fraud Complaint,2024-07-08 18:37:21.783837,2024-07-10 18:37:21.783837,2
3498,6398,Loan Query,2026-05-21 13:51:15.973021,2026-05-30 13:51:15.973021,5
3499,8535,UPI Failure,2025-08-04 06:53:46.687587,2025-08-09 06:53:46.687587,1
3500,7210,UPI Failure,2024-07-17 00:27:07.937869,2024-07-25 00:27:07.937869,4
3501,4801,Loan Query,2024-10-27 17:28:23.413616,2024-11-04 17:28:23.413616,1
3502,3775,Loan Query,2025-05-13 04:08:22.020630,2025-05-21 04:08:22.020630,3
3503,297,Fraud Complaint,2024-11-20 03:47:09.627376,2024-11-29 03:47:09.627376,1
3504,415,UPI Failure,2024-09-06 21:11:22.420590,2024-09-18 21:11:22.420590,5
3505,6848,Loan Query,2026-01-17 00:45:18.189592,2026-01-24 00:45:18.189592,2
3506,2231,Account Access,2026-02-18 11:14:19.781314,2026-02-25 11:14:19.781314,4
3507,3922,UPI Failure,2025-05-22 16:20:28.655464,2025-06-03 16:20:28.655464,2
3508,5965,Card Issue,2026-01-04 09:11:05.478891,2026-01-14 09:11:05.478891,
3509,5434,Loan Query,2025-03-28 15:17:28.344005,2025-04-02 15:17:28.344005,
3510,4824,UPI Failure,2024-12-15 06:44:21.167074,2024-12-20 06:44:21.167074,4
3511,4416,Loan Query,2025-10-18 04:50:16.698224,2025-10-26 04:50:16.698224,4
3512,9064,Loan Query,2025-07-25 21:06:00.817470,2025-07-27 21:06:00.817470,3
3513,8980,Fraud Complaint,2024-09-20 09:50:27.494785,2024-10-04 09:50:27.494785,2
3514,5535,UPI Failure,2025-01-14 15:28:37.123334,2025-01-27 15:28:37.123334,1
3515,7001,Fraud Complaint,2025-06-14 15:35:58.007837,2025-06-20 15:35:58.007837,4
3516,2635,Card Issue,2026-04-20 23:53:20.444853,2026-04-30 23:53:20.444853,1
3517,6682,Card Issue,2025-08-16 11:20:04.498214,2025-08-22 11:20:04.498214,4
3518,7142,UPI Failure,2025-12-22 09:42:54.492812,2026-01-03 09:42:54.492812,2
3519,2756,Card Issue,2024-12-03 09:46:43.572529,2024-12-07 09:46:43.572529,3
3520,4737,Fraud Complaint,2026-05-30 02:13:57.239095,2026-05-30 02:13:57.239095,5
3521,9715,Account Access,2026-04-25 03:42:14.115978,2026-05-07 03:42:14.115978,2
3522,2103,Card Issue,2026-03-28 15:28:53.181159,2026-03-31 15:28:53.181159,2
3523,7161,Card Issue,2024-08-28 20:34:51.221033,2024-09-03 20:34:51.221033,3
3524,6383,Fraud Complaint,2025-12-29 04:56:36.160752,2026-01-06 04:56:36.160752,3
3525,6160,Account Access,2025-11-10 10:08:43.224489,2025-11-18 10:08:43.224489,
3526,3906,Card Issue,2024-10-18 21:22:07.654672,2024-10-25 21:22:07.654672,5
3527,1849,Loan Query,2026-01-05 23:03:05.732172,2026-01-08 23:03:05.732172,4
3528,9298,Card Issue,2025-09-22 21:29:26.726216,2025-09-22 21:29:26.726216,1
3529,8608,Loan Query,2026-03-02 12:00:15.633342,2026-03-14 12:00:15.633342,1
3530,7592,Loan Query,2026-06-01 16:17:14.312564,2026-06-12 16:17:14.312564,2
3531,3550,UPI Failure,2025-01-04 20:24:51.672911,2025-01-18 20:24:51.672911,
3532,6702,UPI Failure,2024-07-04 11:34:36.143747,2024-07-14 11:34:36.143747,3
3533,2003,Card Issue,2024-12-14 00:42:29.604455,2024-12-27 00:42:29.604455,
3534,6742,Account Access,2025-02-24 06:52:39.366512,2025-02-28 06:52:39.366512,3
3535,1520,UPI Failure,2024-06-20 22:33:10.664297,2024-06-28 22:33:10.664297,1
3536,934,Card Issue,2024-11-06 21:14:19.824453,2024-11-08 21:14:19.824453,3
3537,2772,Loan Query,2026-02-16 09:18:33.173619,2026-02-21 09:18:33.173619,2
3538,9874,Card Issue,2025-07-28 07:18:23.769149,2025-07-29 07:18:23.769149,4
3539,2728,Fraud Complaint,2025-09-25 05:39:59.125059,2025-10-03 05:39:59.125059,3
3540,5961,UPI Failure,2026-01-04 22:05:37.659567,2026-01-16 22:05:37.659567,
3541,4000,Fraud Complaint,2025-08-11 02:41:44.176497,2025-08-18 02:41:44.176497,2
3542,3508,UPI Failure,2026-06-02 12:06:26.710729,2026-06-03 12:06:26.710729,
3543,843,Loan Query,2026-04-01 17:13:17.203979,2026-04-09 17:13:17.203979,2
3544,1607,Card Issue,2025-10-16 02:41:43.751074,2025-10-24 02:41:43.751074,1
3545,3495,UPI Failure,2025-12-20 05:31:13.633322,2025-12-29 05:31:13.633322,2
3546,7682,Fraud Complaint,2024-09-10 05:44:01.590852,2024-09-21 05:44:01.590852,2
3547,4675,Loan Query,2025-07-07 19:59:18.425184,2025-07-13 19:59:18.425184,5
3548,217,UPI Failure,2026-03-05 11:08:30.921144,2026-03-17 11:08:30.921144,4
3549,6974,Loan Query,2025-07-31 23:35:43.741640,2025-08-12 23:35:43.741640,4
3550,5091,UPI Failure,2025-07-29 19:02:24.110562,2025-08-06 19:02:24.110562,3
3551,5011,Loan Query,2025-12-09 08:20:56.824933,2025-12-22 08:20:56.824933,4
3552,6216,Fraud Complaint,2024-09-17 06:48:02.692946,2024-09-30 06:48:02.692946,5
3553,7263,Fraud Complaint,2025-06-18 23:44:53.882914,2025-06-26 23:44:53.882914,
3554,7244,Loan Query,2025-04-25 11:49:15.749361,2025-04-30 11:49:15.749361,4
3555,3971,Fraud Complaint,2025-05-28 09:22:41.041899,2025-06-11 09:22:41.041899,1
3556,1178,UPI Failure,2026-05-08 18:56:30.786695,2026-05-13 18:56:30.786695,2
3557,9373,Loan Query,2025-03-25 11:13:18.569705,2025-04-06 11:13:18.569705,3
3558,5982,Loan Query,2025-07-26 21:16:51.192833,2025-07-29 21:16:51.192833,
3559,9919,Card Issue,2025-03-19 14:29:47.371298,2025-03-30 14:29:47.371298,2
3560,8197,Card Issue,2025-03-11 21:02:38.284120,2025-03-23 21:02:38.284120,
3561,8719,Fraud Complaint,2024-12-15 05:57:52.926877,2024-12-24 05:57:52.926877,4
3562,3740,Account Access,2025-09-28 00:20:40.529333,2025-10-10 00:20:40.529333,3
3563,6776,Fraud Complaint,2025-02-22 02:21:25.878913,2025-02-28 02:21:25.878913,
3564,485,UPI Failure,2025-10-15 10:58:07.059906,2025-10-25 10:58:07.059906,5
3565,155,Loan Query,2025-03-21 16:41:31.730021,2025-04-04 16:41:31.730021,2
3566,351,Loan Query,2026-06-05 03:27:00.036663,2026-06-09 03:27:00.036663,5
3567,1202,Card Issue,2024-09-04 06:38:29.237207,2024-09-10 06:38:29.237207,5
3568,7845,Card Issue,2025-11-23 15:46:17.281199,2025-11-24 15:46:17.281199,4
3569,37,Card Issue,2025-03-14 23:33:13.309896,2025-03-19 23:33:13.309896,5
3570,7945,Loan Query,2025-01-14 16:06:51.397926,2025-01-15 16:06:51.397926,4
3571,1744,Loan Query,2025-07-26 19:42:22.638660,2025-07-26 19:42:22.638660,3
3572,3495,UPI Failure,2026-01-15 01:28:07.737319,2026-01-18 01:28:07.737319,1
3573,6624,Fraud Complaint,2025-04-05 05:21:23.194853,2025-04-06 05:21:23.194853,5
3574,8998,Fraud Complaint,2024-11-01 04:59:12.364594,2024-11-11 04:59:12.364594,2
3575,7624,Fraud Complaint,2025-04-19 20:10:07.668391,2025-05-02 20:10:07.668391,3
3576,2065,Loan Query,2026-05-27 04:40:47.611967,2026-06-06 04:40:47.611967,1
3577,2700,UPI Failure,2024-08-18 00:31:49.759557,2024-08-21 00:31:49.759557,5
3578,3725,Fraud Complaint,2025-04-10 13:57:52.215927,2025-04-18 13:57:52.215927,4
3579,3310,Account Access,2024-11-12 00:05:16.568098,2024-11-25 00:05:16.568098,
3580,662,Account Access,2025-06-19 03:02:43.061289,2025-07-02 03:02:43.061289,5
3581,4211,Card Issue,2024-11-20 09:06:09.232101,2024-11-28 09:06:09.232101,5
3582,9471,UPI Failure,2026-01-09 19:10:54.141610,2026-01-20 19:10:54.141610,
3583,4335,Card Issue,2026-04-06 01:56:00.982208,2026-04-16 01:56:00.982208,2
3584,4633,Fraud Complaint,2026-05-12 14:02:24.920352,2026-05-25 14:02:24.920352,4
3585,1186,UPI Failure,2025-11-04 22:32:48.162154,2025-11-10 22:32:48.162154,1
3586,9906,Fraud Complaint,2025-03-18 10:33:32.130917,2025-03-30 10:33:32.130917,5
3587,579,Fraud Complaint,2025-04-22 12:48:33.017092,2025-04-30 12:48:33.017092,
3588,4356,Card Issue,2025-01-04 14:11:52.922321,2025-01-09 14:11:52.922321,2
3589,7431,Fraud Complaint,2025-08-06 22:51:05.677016,2025-08-17 22:51:05.677016,4
3590,4372,UPI Failure,2024-07-14 09:38:27.350052,2024-07-18 09:38:27.350052,4
3591,2150,Account Access,2024-08-12 15:33:56.656915,2024-08-24 15:33:56.656915,4
3592,9627,UPI Failure,2024-10-09 20:14:58.639610,2024-10-11 20:14:58.639610,1
3593,3758,Card Issue,2025-11-24 00:50:19.482890,2025-11-24 00:50:19.482890,3
3594,487,Card Issue,2025-11-19 01:54:24.666223,2025-11-25 01:54:24.666223,5
3595,205,UPI Failure,2024-07-23 14:18:07.839099,2024-08-02 14:18:07.839099,2
3596,4261,Loan Query,2025-11-26 23:43:30.206475,2025-12-08 23:43:30.206475,2
3597,3372,UPI Failure,2024-09-27 18:17:41.814327,2024-10-11 18:17:41.814327,5
3598,5930,Fraud Complaint,2024-10-16 01:07:43.893817,2024-10-22 01:07:43.893817,4
3599,6217,Account Access,2025-11-10 17:21:10.189549,2025-11-17 17:21:10.189549,5
3600,9693,Account Access,2025-10-25 23:10:51.898030,2025-11-03 23:10:51.898030,
3601,4551,Fraud Complaint,2026-04-28 03:06:29.598162,2026-05-06 03:06:29.598162,2
3602,8380,Fraud Complaint,2026-04-29 17:33:22.643550,2026-05-12 17:33:22.643550,3
3603,4043,Card Issue,2025-10-24 17:52:11.621145,2025-11-01 17:52:11.621145,2
3604,9527,Loan Query,2025-11-03 13:47:42.596955,2025-11-13 13:47:42.596955,5
3605,6983,Loan Query,2026-06-05 14:50:55.328372,2026-06-10 14:50:55.328372,2
3606,8698,Fraud Complaint,2026-05-10 18:30:21.707911,2026-05-19 18:30:21.707911,
3607,8662,Card Issue,2025-07-24 07:46:28.277518,2025-07-29 07:46:28.277518,4
3608,2871,UPI Failure,2024-12-30 23:38:07.708248,2025-01-02 23:38:07.708248,3
3609,3292,Card Issue,2024-11-28 13:07:23.313550,2024-12-02 13:07:23.313550,5
3610,1019,UPI Failure,2025-09-02 13:05:28.188033,2025-09-08 13:05:28.188033,3
3611,9942,Fraud Complaint,2024-07-13 15:48:36.513287,2024-07-16 15:48:36.513287,2
3612,2798,Account Access,2026-04-28 22:19:50.335523,2026-05-12 22:19:50.335523,5
3613,4889,Account Access,2025-11-10 13:18:32.485960,2025-11-20 13:18:32.485960,
3614,354,Loan Query,2024-11-29 22:32:10.493552,2024-12-11 22:32:10.493552,1
3615,5947,UPI Failure,2025-07-05 06:36:54.976605,2025-07-08 06:36:54.976605,1
3616,6183,Fraud Complaint,2024-08-03 02:42:03.812744,2024-08-10 02:42:03.812744,5
3617,754,UPI Failure,2026-05-24 21:38:41.527152,2026-06-04 21:38:41.527152,1
3618,9690,Card Issue,2026-01-27 13:31:47.277953,2026-02-06 13:31:47.277953,
3619,9786,Account Access,2026-06-15 05:27:54.784048,2026-06-22 05:27:54.784048,4
3620,9849,Account Access,2025-02-10 08:01:33.318673,2025-02-16 08:01:33.318673,1
3621,7561,Card Issue,2025-10-05 09:39:24.462987,2025-10-16 09:39:24.462987,5
3622,4960,Account Access,2024-10-14 18:30:11.511755,2024-10-21 18:30:11.511755,1
3623,884,Fraud Complaint,2025-11-11 13:48:00.305846,2025-11-12 13:48:00.305846,2
3624,6217,UPI Failure,2024-07-27 09:21:39.576553,2024-08-03 09:21:39.576553,1
3625,2528,Account Access,2024-10-17 14:13:12.216343,2024-10-24 14:13:12.216343,1
3626,9010,Loan Query,2025-10-25 22:18:24.201162,2025-11-02 22:18:24.201162,3
3627,6347,Loan Query,2025-01-24 13:45:57.928094,2025-02-03 13:45:57.928094,5
3628,3732,Account Access,2025-01-22 08:48:08.604519,2025-02-04 08:48:08.604519,
3629,4993,UPI Failure,2025-09-30 12:55:28.507710,2025-10-13 12:55:28.507710,4
3630,1646,UPI Failure,2024-11-23 20:03:44.423207,2024-11-29 20:03:44.423207,4
3631,144,UPI Failure,2025-06-18 19:48:08.115526,2025-06-30 19:48:08.115526,3
3632,3361,Loan Query,2026-01-04 04:27:16.141372,2026-01-18 04:27:16.141372,3
3633,2633,Loan Query,2025-09-03 13:03:40.053529,2025-09-06 13:03:40.053529,3
3634,2125,Account Access,2024-08-26 11:58:38.767937,2024-09-05 11:58:38.767937,3
3635,7819,Loan Query,2025-07-20 05:58:18.970997,2025-07-25 05:58:18.970997,5
3636,923,Card Issue,2024-11-22 16:29:36.369757,2024-11-26 16:29:36.369757,
3637,6815,Loan Query,2024-09-13 08:51:08.428972,2024-09-20 08:51:08.428972,2
3638,3466,Card Issue,2025-11-22 11:26:44.637853,2025-11-22 11:26:44.637853,
3639,2535,Card Issue,2025-04-01 03:10:15.177658,2025-04-10 03:10:15.177658,4
3640,5157,Fraud Complaint,2024-12-13 13:08:43.968370,2024-12-24 13:08:43.968370,4
3641,2212,Account Access,2025-12-18 01:47:47.356281,2025-12-23 01:47:47.356281,1
3642,1763,Fraud Complaint,2025-05-13 07:31:35.205523,2025-05-16 07:31:35.205523,3
3643,4038,Fraud Complaint,2026-05-02 04:02:39.648076,2026-05-14 04:02:39.648076,5
3644,9436,Fraud Complaint,2025-12-29 19:39:06.857244,2026-01-04 19:39:06.857244,3
3645,9169,UPI Failure,2026-05-22 20:32:50.843395,2026-05-22 20:32:50.843395,4
3646,2709,Loan Query,2025-02-27 11:29:30.009059,2025-03-05 11:29:30.009059,
3647,5848,Card Issue,2026-05-14 08:14:43.878656,2026-05-16 08:14:43.878656,4
3648,54,Loan Query,2025-05-13 21:44:00.378157,2025-05-19 21:44:00.378157,2
3649,8463,Card Issue,2025-08-09 13:15:43.746753,2025-08-10 13:15:43.746753,2
3650,2555,Account Access,2025-04-07 02:21:51.482193,2025-04-08 02:21:51.482193,4
3651,7702,Fraud Complaint,2025-10-16 10:05:12.728842,2025-10-22 10:05:12.728842,
3652,9159,UPI Failure,2026-01-22 14:45:38.187527,2026-02-02 14:45:38.187527,
3653,3581,Account Access,2026-05-28 23:17:36.799746,2026-06-06 23:17:36.799746,4
3654,8458,Card Issue,2026-05-02 11:00:59.063645,2026-05-12 11:00:59.063645,5
3655,2571,Loan Query,2025-10-29 13:44:40.718390,2025-11-04 13:44:40.718390,5
3656,371,Fraud Complaint,2024-11-08 15:23:22.270816,2024-11-14 15:23:22.270816,5
3657,8991,Account Access,2025-04-16 15:47:26.200889,2025-04-29 15:47:26.200889,5
3658,2819,Account Access,2025-03-07 10:13:22.791555,2025-03-07 10:13:22.791555,
3659,5326,Card Issue,2026-01-26 17:44:06.798307,2026-01-27 17:44:06.798307,4
3660,8429,UPI Failure,2024-10-29 01:58:09.871504,2024-10-31 01:58:09.871504,5
3661,9911,Fraud Complaint,2026-05-11 18:08:56.725442,2026-05-20 18:08:56.725442,2
3662,3271,Loan Query,2026-02-09 01:47:56.482382,2026-02-11 01:47:56.482382,2
3663,8753,Card Issue,2026-04-01 18:12:53.078659,2026-04-13 18:12:53.078659,4
3664,9778,Card Issue,2026-05-29 20:02:53.453273,2026-06-06 20:02:53.453273,1
3665,125,UPI Failure,2024-08-07 21:26:35.325592,2024-08-10 21:26:35.325592,2
3666,7076,Card Issue,2026-05-26 13:14:54.071265,2026-06-09 13:14:54.071265,4
3667,5916,Account Access,2025-07-25 09:38:24.398723,2025-08-06 09:38:24.398723,2
3668,8039,Account Access,2025-05-28 04:20:33.162378,2025-06-04 04:20:33.162378,1
3669,4705,Fraud Complaint,2026-04-06 03:50:26.891988,2026-04-15 03:50:26.891988,5
3670,7224,Fraud Complaint,2025-03-31 03:17:38.101794,2025-04-08 03:17:38.101794,
3671,6239,Loan Query,2025-03-23 11:40:55.399912,2025-03-28 11:40:55.399912,
3672,6343,UPI Failure,2026-02-11 22:57:20.787274,2026-02-12 22:57:20.787274,2
3673,3034,Account Access,2026-03-08 21:37:07.509486,2026-03-14 21:37:07.509486,2
3674,5121,Loan Query,2025-03-02 16:49:07.366117,2025-03-05 16:49:07.366117,2
3675,8732,Account Access,2024-08-09 20:41:40.119253,2024-08-18 20:41:40.119253,3
3676,7535,Account Access,2025-06-20 03:05:22.145649,2025-06-21 03:05:22.145649,2
3677,9513,Account Access,2025-05-06 15:56:28.262083,2025-05-09 15:56:28.262083,3
3678,7590,UPI Failure,2024-10-22 17:17:12.885601,2024-10-25 17:17:12.885601,
3679,1246,Account Access,2024-08-15 16:07:57.605377,2024-08-16 16:07:57.605377,3
3680,6430,Loan Query,2025-12-07 11:31:22.603996,2025-12-17 11:31:22.603996,1
3681,1564,Card Issue,2025-07-02 14:52:39.708046,2025-07-14 14:52:39.708046,3
3682,9508,Card Issue,2024-08-04 00:27:11.278547,2024-08-17 00:27:11.278547,5
3683,3020,Fraud Complaint,2024-07-21 12:11:04.499412,2024-08-03 12:11:04.499412,5
3684,4549,Card Issue,2026-01-17 02:03:08.640141,2026-01-20 02:03:08.640141,4
3685,9999,Card Issue,2024-08-20 08:47:21.934700,2024-08-29 08:47:21.934700,4
3686,9854,Loan Query,2024-08-28 13:34:06.747451,2024-08-29 13:34:06.747451,2
3687,921,UPI Failure,2025-10-08 07:35:14.066676,2025-10-16 07:35:14.066676,2
3688,5701,UPI Failure,2026-04-18 14:17:44.192120,2026-04-30 14:17:44.192120,5
3689,6160,Account Access,2026-05-24 18:31:12.267603,2026-05-29 18:31:12.267603,3
3690,896,Fraud Complaint,2024-10-05 04:08:12.212958,2024-10-14 04:08:12.212958,
3691,3017,Fraud Complaint,2024-10-19 02:34:57.334533,2024-10-20 02:34:57.334533,3
3692,4232,Fraud Complaint,2025-01-06 05:38:11.819046,2025-01-15 05:38:11.819046,1
3693,8913,Card Issue,2026-02-23 14:30:46.117726,2026-02-23 14:30:46.117726,5
3694,1963,Fraud Complaint,2024-10-18 08:52:45.146474,2024-10-28 08:52:45.146474,4
3695,2449,Account Access,2025-09-12 08:21:04.632795,2025-09-16 08:21:04.632795,3
3696,1455,Loan Query,2024-08-27 16:22:17.846553,2024-09-04 16:22:17.846553,4
3697,854,Card Issue,2026-01-23 00:54:30.620883,2026-01-25 00:54:30.620883,3
3698,9777,Card Issue,2024-08-06 09:29:27.616694,2024-08-18 09:29:27.616694,1
3699,6569,Card Issue,2025-05-30 14:42:20.051907,2025-06-01 14:42:20.051907,5
3700,2639,Fraud Complaint,2025-03-16 16:14:03.629195,2025-03-22 16:14:03.629195,3
3701,6404,UPI Failure,2025-09-19 05:34:14.941907,2025-10-01 05:34:14.941907,5
3702,9025,Card Issue,2025-02-11 04:45:33.384883,2025-02-19 04:45:33.384883,2
3703,380,Card Issue,2025-07-25 03:09:42.949857,2025-08-02 03:09:42.949857,5
3704,2399,UPI Failure,2025-05-26 03:33:54.100317,2025-06-06 03:33:54.100317,1
3705,1688,Card Issue,2025-03-18 00:12:28.638869,2025-03-22 00:12:28.638869,3
3706,5236,Loan Query,2025-08-28 21:05:49.308985,2025-09-02 21:05:49.308985,1
3707,3798,Loan Query,2025-11-09 04:16:43.665926,2025-11-21 04:16:43.665926,1
3708,4123,Card Issue,2025-03-30 07:41:27.189218,2025-04-02 07:41:27.189218,3
3709,7433,Fraud Complaint,2025-11-17 14:28:57.715235,2025-11-19 14:28:57.715235,1
3710,6184,Account Access,2025-07-11 06:45:23.592625,2025-07-22 06:45:23.592625,
3711,5391,Account Access,2024-12-15 13:32:58.014891,2024-12-27 13:32:58.014891,3
3712,158,Loan Query,2025-10-25 18:18:36.709951,2025-11-07 18:18:36.709951,5
3713,3747,Account Access,2024-10-01 21:38:56.908844,2024-10-02 21:38:56.908844,1
3714,3708,Card Issue,2024-07-17 13:12:05.301744,2024-07-21 13:12:05.301744,2
3715,1516,UPI Failure,2025-12-13 01:42:48.465708,2025-12-24 01:42:48.465708,2
3716,2130,Card Issue,2024-08-21 22:57:04.871863,2024-09-02 22:57:04.871863,1
3717,1431,UPI Failure,2026-02-04 04:56:59.602978,2026-02-08 04:56:59.602978,2
3718,3337,Account Access,2025-03-25 04:08:14.738920,2025-03-27 04:08:14.738920,
3719,6781,Card Issue,2025-09-04 17:43:27.215142,2025-09-06 17:43:27.215142,2
3720,4980,Fraud Complaint,2025-05-03 08:47:53.581274,2025-05-04 08:47:53.581274,2
3721,2886,Card Issue,2025-11-21 16:14:08.876461,2025-11-25 16:14:08.876461,2
3722,8552,Loan Query,2026-01-16 03:16:25.834155,2026-01-16 03:16:25.834155,2
3723,875,Fraud Complaint,2025-06-06 00:47:42.522601,2025-06-08 00:47:42.522601,4
3724,3924,Card Issue,2025-02-05 03:45:23.211863,2025-02-05 03:45:23.211863,1
3725,9466,Fraud Complaint,2024-07-02 14:05:08.823756,2024-07-04 14:05:08.823756,2
3726,573,Account Access,2026-03-09 21:56:56.371504,2026-03-14 21:56:56.371504,2
3727,7744,Account Access,2024-09-03 04:24:07.114234,2024-09-05 04:24:07.114234,
3728,1121,UPI Failure,2024-09-08 20:50:14.703409,2024-09-12 20:50:14.703409,4
3729,9761,Loan Query,2025-09-06 21:01:09.151186,2025-09-07 21:01:09.151186,2
3730,6415,Fraud Complaint,2025-01-15 22:48:35.379853,2025-01-22 22:48:35.379853,
3731,9763,Fraud Complaint,2025-07-07 20:06:08.766505,2025-07-10 20:06:08.766505,5
3732,7852,Account Access,2024-10-28 21:25:37.405678,2024-11-02 21:25:37.405678,5
3733,666,Loan Query,2024-07-09 01:06:38.596431,2024-07-19 01:06:38.596431,5
3734,3297,Loan Query,2026-04-01 04:06:59.633222,2026-04-12 04:06:59.633222,
3735,9517,Card Issue,2026-03-08 07:26:16.243969,2026-03-19 07:26:16.243969,5
3736,6887,Loan Query,2025-08-22 20:35:16.949884,2025-09-03 20:35:16.949884,4
3737,6859,Loan Query,2026-03-06 05:06:38.478328,2026-03-06 05:06:38.478328,3
3738,7591,UPI Failure,2025-05-27 21:12:30.627342,2025-05-29 21:12:30.627342,
3739,1394,UPI Failure,2025-03-07 04:50:24.908124,2025-03-11 04:50:24.908124,2
3740,2604,UPI Failure,2026-04-09 20:02:21.128990,2026-04-13 20:02:21.128990,2
3741,8447,Loan Query,2026-01-15 01:59:50.326320,2026-01-25 01:59:50.326320,1
3742,2962,Fraud Complaint,2026-04-14 07:13:18.049305,2026-04-14 07:13:18.049305,3
3743,564,Fraud Complaint,2026-04-19 18:09:47.100128,2026-04-25 18:09:47.100128,2
3744,519,Fraud Complaint,2024-06-23 10:56:36.024781,2024-06-28 10:56:36.024781,4
3745,9312,UPI Failure,2025-04-26 21:13:27.585481,2025-04-28 21:13:27.585481,4
3746,3790,Fraud Complaint,2025-12-22 22:04:53.487286,2025-12-27 22:04:53.487286,2
3747,7900,UPI Failure,2024-08-15 19:13:03.010719,2024-08-15 19:13:03.010719,1
3748,1402,UPI Failure,2025-03-24 19:52:22.491493,2025-03-28 19:52:22.491493,
3749,832,Card Issue,2026-01-24 10:08:12.358799,2026-02-04 10:08:12.358799,2
3750,9220,Loan Query,2025-06-05 11:24:10.809719,2025-06-12 11:24:10.809719,3
3751,277,Card Issue,2024-12-18 10:45:42.413043,2024-12-31 10:45:42.413043,
3752,9922,Loan Query,2025-06-23 14:56:07.295053,2025-06-28 14:56:07.295053,1
3753,8285,Fraud Complaint,2024-11-08 05:03:40.349894,2024-11-16 05:03:40.349894,5
3754,1650,Account Access,2024-07-29 05:25:46.442652,2024-07-29 05:25:46.442652,2
3755,4966,Fraud Complaint,2026-05-29 08:35:52.032481,2026-05-30 08:35:52.032481,1
3756,3001,Loan Query,2026-01-16 19:53:46.514189,2026-01-21 19:53:46.514189,5
3757,8610,Account Access,2025-04-23 01:04:52.333119,2025-05-05 01:04:52.333119,
3758,4310,Loan Query,2024-07-09 06:58:48.052459,2024-07-22 06:58:48.052459,
3759,4631,Loan Query,2026-02-16 19:58:16.165656,2026-02-20 19:58:16.165656,3
3760,5336,Loan Query,2024-12-05 12:21:36.853063,2024-12-13 12:21:36.853063,2
3761,5936,Account Access,2025-07-07 09:01:56.595529,2025-07-20 09:01:56.595529,
3762,4644,Account Access,2025-04-29 21:10:43.918771,2025-05-12 21:10:43.918771,
3763,9961,Fraud Complaint,2025-09-16 06:21:11.701764,2025-09-17 06:21:11.701764,4
3764,3895,UPI Failure,2026-03-26 23:04:31.116858,2026-03-29 23:04:31.116858,2
3765,6686,Card Issue,2024-12-26 21:55:31.737561,2025-01-01 21:55:31.737561,3
3766,7698,UPI Failure,2024-11-11 14:30:54.691750,2024-11-18 14:30:54.691750,4
3767,39,Loan Query,2024-11-11 03:20:09.395038,2024-11-20 03:20:09.395038,
