account_id,customer_id,account_type,account_status,open_date,current_balance
2056,4218,Savings,Active,2026-02-27,74871.28
2057,7649,Savings,Active,2021-07-13,10474.88
2058,1136,Current,Active,2022-09-19,8346.02
2059,3421,Savings,Active,2021-11-03,2497.11
2060,2,Savings,Active,2024-05-27,54889.0
2061,892,Savings,Active,2026-01-05,16203.11
2062,7883,Salary,Active,2025-02-08,225760.98
2063,8063,Savings,Active,2025-09-20,29795.73
2064,3554,Savings,Active,2021-10-29,30031.85
2065,6070,Current,Active,2022-04-09,87484.04
2066,9164,Savings,Active,2024-07-05,18059.99
2067,6958,Savings,Active,2023-06-30,13544.19
2068,4205,Current,Active,2022-12-01,6739.88
2069,8472,Savings,Dormant,2023-07-04,23437.43
2070,5785,Savings,Active,2026-06-16,32350.8
2071,1699,Savings,Active,2021-08-02,13083.36
2072,2885,Savings,Active,2022-03-28,90280.39
2073,3580,Savings,Active,2021-07-13,3117.37
2074,7196,Savings,Active,2021-11-13,48457.65
2075,2252,Savings,Active,2023-09-02,7696.94
2076,4641,Savings,Active,2025-04-17,49792.9
2077,2357,Salary,Active,2025-10-11,25271.54
2078,3415,Salary,Active,2025-06-28,25577.4
2079,9201,Salary,Active,2025-04-08,38714.92
2080,5709,Savings,Active,2022-05-31,48540.38
2081,2079,Savings,Active,2023-07-06,16577.2
2082,4196,Current,Active,2021-09-27,31810.69
2083,2715,Savings,Closed,2024-09-05,45277.27
2084,6948,Current,Closed,2023-07-06,105513.93
2085,1339,Savings,Active,2023-07-26,37012.01
2086,3690,Savings,Active,2022-01-18,15152.26
2087,6615,Savings,Active,2025-12-09,144554.1
2088,742,Savings,Active,2021-12-09,81315.14
2089,734,Savings,Active,2024-07-04,59678.4
2090,7840,Savings,Active,2026-03-16,29424.44
2091,1807,Savings,Active,2022-10-15,21036.49
2092,1754,Salary,Active,2024-06-07,4720.38
2093,7359,Savings,Active,2023-12-23,73714.71
2094,5858,Salary,Active,2023-11-29,1021.71
2095,1025,Savings,Active,2025-03-15,27343.19
2096,9675,Savings,Active,2023-08-15,16569.01
2097,5765,Salary,Active,2025-11-12,37542.38
2098,5210,Current,Active,2021-07-02,17062.93
2099,3555,Savings,Active,2021-12-27,25596.67
2100,9972,Savings,Active,2022-02-26,13095.82
2101,6217,Savings,Active,2021-07-29,25118.14
2102,4819,Savings,Active,2022-10-09,10169.09
2103,4567,Current,Active,2023-03-25,21151.04
2104,5326,Savings,Active,2025-11-04,9638.89
2105,6895,Savings,Closed,2022-08-19,130126.9
2106,7083,Savings,Dormant,2024-02-16,4536.29
2107,3369,Savings,Active,2022-05-13,8628.91
2108,2630,Savings,Closed,2021-10-26,15147.76
2109,6943,Savings,Active,2022-11-01,13534.56
2110,8721,Savings,Active,2024-06-20,50521.17
2111,4233,Savings,Active,2021-09-05,22049.54
2112,6662,Salary,Active,2023-09-24,10286.46
2113,7878,Savings,Active,2024-12-03,15223.37
2114,9664,Current,Active,2024-03-21,41616.67
2115,6276,Savings,Active,2025-01-01,2436.08
2116,9560,Savings,Active,2024-05-22,7237.8
2117,1720,Salary,Active,2024-06-03,15676.46
2118,9234,Savings,Active,2026-01-02,27386.35
2119,3488,Salary,Active,2023-06-24,21148.39
2120,8176,Salary,Active,2024-06-11,27882.04
2121,5845,Savings,Active,2022-02-09,19282.27
2122,8752,Salary,Active,2025-09-05,45121.95
2123,9757,Savings,Active,2025-01-25,16412.03
2124,6476,Savings,Active,2023-11-24,10466.71
2125,5870,Current,Active,2023-12-10,6414.93
2126,6463,Savings,Active,2022-03-22,16124.24
2127,1801,Salary,Dormant,2022-03-02,19099.97
2128,5076,Savings,Active,2023-01-06,15569.89
2129,4263,Savings,Active,2025-03-25,4211.4
2130,147,Savings,Active,2023-03-24,28729.95
2131,3829,Savings,Active,2023-01-04,21511.58
2132,2118,Savings,Active,2023-10-01,39500.96
2133,5448,Savings,Active,2021-07-28,17343.56
2134,5015,Savings,Active,2025-02-15,7930.07
2135,5948,Salary,Active,2023-05-11,19621.01
2136,319,Savings,Active,2024-01-07,142766.61
2137,5750,Savings,Dormant,2026-03-21,10689.88
2138,255,Savings,Active,2024-09-10,16156.81
2139,9529,Savings,Active,2024-11-27,8818.31
2140,5058,Savings,Active,2025-09-16,20091.31
2141,8527,Savings,Active,2024-07-01,9222.5
2142,4394,Savings,Active,2024-03-12,16433.8
2143,1045,Savings,Dormant,2025-01-31,66450.24
2144,1792,Savings,Active,2024-12-17,44961.22
2145,2520,Salary,Active,2025-01-04,19142.99
2146,962,Current,Active,2022-05-12,20239.1
2147,3750,Savings,Active,2021-10-13,47850.96
2148,4566,Savings,Active,2023-09-20,3100.22
2149,7517,Savings,Active,2023-09-30,13214.6
2150,2815,Current,Active,2022-06-11,90202.32
2151,590,Salary,Active,2022-03-20,46130.41
2152,1989,Savings,Dormant,2023-07-16,17280.19
2153,3866,Savings,Dormant,2022-10-18,2955.23
2154,2990,Current,Active,2024-10-31,3246.28
2155,5666,Savings,Active,2022-05-14,3769.55
2156,4542,Salary,Active,2023-08-12,6894.29
2157,1961,Savings,Dormant,2026-06-10,8639.6
2158,8847,Current,Active,2023-01-18,58683.55
2159,1079,Salary,Dormant,2024-07-15,5124.49
2160,3075,Savings,Active,2023-06-17,9779.5
2161,9548,Savings,Active,2023-08-29,37302.33
2162,5030,Current,Dormant,2022-08-22,23872.05
2163,9651,Current,Dormant,2024-01-29,32352.92
2164,7387,Savings,Active,2022-03-19,20129.0
2165,4757,Savings,Active,2025-03-06,67544.05
2166,6376,Salary,Active,2024-10-18,39906.13
2167,4696,Savings,Active,2022-10-09,7088.69
2168,920,Savings,Active,2023-11-24,11080.76
2169,9939,Salary,Dormant,2025-08-26,25852.47
2170,1759,Savings,Active,2025-01-11,22585.6
2171,1832,Current,Active,2023-06-14,60023.69
2172,9364,Current,Active,2025-08-27,70274.36
2173,3279,Salary,Active,2025-02-12,61392.88
2174,360,Savings,Active,2024-02-15,19249.08
2175,7587,Salary,Active,2021-10-15,63772.38
2176,3811,Savings,Active,2025-03-03,72934.94
2177,1441,Savings,Active,2025-02-06,25770.14
2178,1720,Savings,Dormant,2022-04-25,4212.64
2179,5673,Savings,Active,2025-10-09,7816.67
2180,556,Savings,Active,2022-03-02,13086.12
2181,9426,Salary,Active,2025-05-23,14140.61
2182,2298,Current,Closed,2021-07-20,10284.54
2183,1536,Current,Active,2023-05-05,14818.67
2184,6283,Current,Active,2022-12-13,36191.23
2185,5086,Savings,Dormant,2022-12-16,27737.71
2186,9102,Savings,Active,2021-07-27,13086.61
2187,1962,Savings,Active,2023-01-07,35794.54
2188,8143,Savings,Active,2025-11-08,37729.64
2189,8204,Savings,Closed,2022-04-12,34093.11
2190,980,Savings,Active,2023-01-26,23117.83
2191,273,Savings,Active,2023-11-23,29926.31
2192,7258,Savings,Dormant,2023-04-16,21456.28
2193,5145,Savings,Active,2024-05-17,16067.73
2194,4634,Savings,Active,2023-02-07,41703.99
2195,8111,Savings,Active,2021-12-13,55867.44
2196,1689,Savings,Active,2025-01-22,9825.84
2197,1596,Savings,Active,2023-08-15,225933.2
2198,3243,Savings,Active,2023-04-14,7450.46
2199,4684,Savings,Active,2023-01-14,20679.35
2200,7615,Savings,Dormant,2023-09-12,40585.82
2201,5840,Savings,Active,2022-11-12,28760.89
2202,5787,Savings,Active,2022-03-22,8319.73
2203,9908,Savings,Active,2025-04-24,27195.87
2204,5130,Savings,Active,2025-12-10,99216.93
2205,9394,Savings,Active,2026-05-13,17900.63
2206,2846,Salary,Active,2024-11-20,5302.91
2207,8449,Savings,Active,2025-03-18,5378.72
2208,6139,Savings,Active,2021-08-22,66943.29
2209,310,Savings,Active,2024-02-22,15485.96
2210,5335,Current,Active,2022-10-01,21337.26
2211,7198,Salary,Active,2022-01-16,30126.55
2212,9281,Savings,Active,2023-12-04,1654.81
2213,1177,Current,Active,2021-09-23,62191.66
2214,6184,Savings,Active,2022-07-23,134241.58
2215,3098,Current,Active,2025-05-15,14645.24
2216,1725,Savings,Active,2023-01-17,19561.58
2217,2629,Savings,Closed,2024-07-27,44490.45
2218,6145,Savings,Active,2022-11-18,13771.38
2219,1351,Current,Active,2024-08-08,65551.38
2220,7726,Salary,Active,2024-04-17,36837.54
2221,620,Savings,Active,2021-12-09,77526.84
2222,2549,Savings,Closed,2021-08-02,6874.04
2223,9571,Savings,Active,2021-11-15,31371.66
2224,5244,Current,Active,2022-09-20,33331.74
2225,978,Savings,Active,2022-12-03,44783.89
2226,5544,Savings,Dormant,2024-02-06,19382.92
2227,9730,Savings,Active,2022-07-23,8780.19
2228,5854,Savings,Active,2022-09-09,5036.76
2229,3773,Savings,Active,2021-10-15,12772.16
2230,2534,Savings,Active,2024-04-06,11663.52
2231,8670,Savings,Active,2024-11-26,14443.14
2232,1895,Savings,Dormant,2025-09-18,18239.65
2233,9825,Savings,Dormant,2025-09-15,6121.18
2234,5352,Current,Active,2023-08-02,7875.84
2235,2041,Savings,Active,2021-10-06,13905.4
2236,1566,Current,Active,2024-03-25,32864.79
2237,4126,Savings,Active,2024-02-05,11526.33
2238,4269,Savings,Active,2026-06-04,32661.33
2239,2840,Current,Active,2023-10-30,124331.12
2240,468,Savings,Active,2024-06-14,21427.4
2241,3389,Savings,Active,2025-02-13,112457.7
2242,8177,Savings,Active,2024-03-24,72385.13
2243,6541,Salary,Active,2024-06-04,37547.56
2244,7248,Savings,Active,2022-10-31,13652.2
2245,2744,Savings,Active,2025-12-29,17349.64
2246,5643,Savings,Active,2025-06-04,54490.4
2247,9612,Salary,Dormant,2023-08-14,23502.38
2248,1027,Savings,Active,2025-09-19,150070.94
2249,4632,Savings,Active,2022-02-12,16026.2
2250,8793,Savings,Active,2024-03-15,19459.48
2251,3593,Current,Dormant,2021-09-04,144663.8
2252,988,Savings,Active,2022-04-30,8072.48
2253,8798,Savings,Active,2022-03-13,173166.44
2254,7239,Savings,Active,2024-08-09,2508.89
2255,2748,Savings,Closed,2022-05-28,9417.53
2256,8331,Salary,Active,2025-11-07,7133.71
2257,5651,Current,Active,2025-04-14,4139.03
2258,4226,Savings,Active,2021-12-23,11050.85
2259,4497,Savings,Dormant,2025-10-25,13891.09
2260,9437,Current,Active,2026-04-20,26461.01
2261,8834,Savings,Dormant,2022-03-14,2758.4
2262,437,Savings,Active,2022-06-11,133222.5
2263,1424,Savings,Active,2024-06-26,12571.42
2264,9329,Savings,Active,2026-04-27,27170.12
2265,3722,Savings,Active,2026-02-11,11913.37
2266,5675,Savings,Active,2025-03-23,22121.6
2267,8250,Salary,Active,2021-12-17,28717.46
2268,1137,Current,Active,2022-07-30,43320.52
2269,8892,Savings,Active,2023-07-11,3811.49
2270,1146,Current,Active,2025-07-27,132989.59
2271,5580,Current,Active,2021-12-31,1765.32
2272,9301,Savings,Active,2025-10-08,28168.8
2273,4496,Savings,Active,2022-10-04,29328.21
2274,6500,Savings,Active,2025-01-01,10806.86
2275,6243,Savings,Active,2023-05-26,19612.6
2276,8300,Savings,Active,2023-12-01,26739.0
2277,9098,Savings,Closed,2025-05-05,9225.81
2278,4946,Savings,Active,2025-09-05,1466.18
2279,1993,Savings,Active,2025-04-19,13629.88
2280,4123,Savings,Active,2021-08-11,143993.45
2281,806,Current,Dormant,2023-11-24,7640.18
2282,1993,Savings,Active,2025-08-07,12604.31
2283,7497,Savings,Dormant,2024-05-20,13423.38
2284,3601,Current,Active,2022-05-18,13381.44
2285,4011,Savings,Active,2026-04-03,4744.25
2286,8276,Salary,Dormant,2026-01-19,50342.42
2287,4359,Savings,Active,2021-08-19,30126.38
2288,5316,Savings,Active,2025-11-22,16031.81
2289,3321,Current,Dormant,2026-03-29,6694.32
2290,7550,Savings,Active,2026-03-12,11212.33
2291,2506,Current,Active,2025-12-20,35667.86
2292,7829,Savings,Dormant,2022-12-27,32236.09
2293,7886,Savings,Active,2025-04-17,20155.11
2294,2457,Savings,Active,2025-05-22,36769.59
2295,7249,Current,Active,2022-07-17,169129.94
2296,7869,Salary,Active,2021-08-21,66286.62
2297,6350,Savings,Active,2022-04-09,6031.27
2298,6964,Savings,Active,2024-02-10,119441.8
2299,3063,Salary,Dormant,2025-11-22,17198.08
2300,3853,Savings,Dormant,2021-09-08,46760.86
2301,4991,Current,Active,2023-06-18,16423.0
2302,388,Savings,Active,2024-10-29,3763.82
2303,7038,Savings,Active,2021-12-18,27636.48
2304,6911,Savings,Active,2022-04-07,84944.47
2305,2004,Salary,Active,2025-08-02,8060.9
2306,9224,Current,Active,2025-12-08,14373.91
2307,5746,Salary,Dormant,2021-10-24,170488.27
2308,1541,Savings,Active,2024-10-24,79594.02
2309,8642,Current,Active,2025-08-15,53843.46
2310,3548,Current,Active,2022-06-29,43440.9
2311,9289,Savings,Active,2022-02-26,29598.8
2312,9052,Salary,Dormant,2023-12-15,9118.65
2313,302,Savings,Dormant,2022-04-04,13094.02
2314,7105,Savings,Active,2023-01-18,82351.9
2315,2020,Savings,Active,2025-12-26,18747.47
2316,9073,Savings,Active,2025-11-20,3721.42
2317,4162,Savings,Active,2024-03-02,24389.36
2318,230,Savings,Active,2024-10-22,3090.93
2319,9114,Savings,Dormant,2023-03-29,10895.27
2320,7711,Current,Active,2026-01-19,3850.84
2321,1833,Savings,Active,2026-02-20,21873.09
2322,8243,Savings,Dormant,2023-02-28,28221.54
2323,3679,Savings,Dormant,2025-06-19,96750.44
2324,7497,Savings,Dormant,2022-03-17,39282.95
2325,4483,Savings,Active,2025-03-21,13524.71
2326,8945,Savings,Active,2023-05-21,8842.27
2327,5888,Savings,Active,2024-03-14,34527.8
2328,1479,Savings,Active,2023-01-11,4060.51
2329,2089,Savings,Active,2025-12-15,100233.26
2330,6041,Savings,Active,2023-03-31,33730.12
2331,8153,Savings,Dormant,2023-06-07,6814.64
2332,2994,Current,Dormant,2021-12-08,9762.42
2333,3341,Savings,Active,2024-07-14,12994.3
2334,2344,Current,Active,2025-08-18,20122.35
2335,7189,Savings,Dormant,2024-12-07,29755.06
2336,1239,Current,Active,2026-05-09,16809.43
2337,6857,Salary,Active,2025-07-13,30522.98
2338,5661,Savings,Active,2023-07-02,13776.02
2339,4340,Savings,Closed,2026-02-20,93240.23
2340,8375,Savings,Dormant,2025-09-10,47346.2
2341,8736,Savings,Active,2021-06-26,65702.09
2342,2827,Savings,Active,2024-11-14,31698.23
2343,7092,Current,Active,2023-05-28,71004.81
2344,93,Salary,Active,2023-09-26,2636.15
2345,2416,Savings,Active,2022-02-25,21637.96
2346,4255,Savings,Active,2024-04-16,99338.58
2347,8127,Savings,Active,2025-12-10,60406.19
2348,4534,Savings,Active,2021-10-31,40672.53
2349,6517,Current,Active,2023-06-08,11010.98
2350,4402,Savings,Active,2024-08-07,43723.81
2351,3033,Current,Active,2023-09-30,35528.39
2352,3290,Savings,Active,2022-01-07,5971.01
2353,4439,Savings,Active,2023-07-06,62765.56
2354,6868,Savings,Dormant,2022-12-25,18393.89
2355,3235,Savings,Active,2026-06-09,8214.35
2356,5998,Current,Active,2021-08-20,6476.65
2357,6302,Savings,Active,2025-08-18,13127.16
2358,1134,Savings,Active,2024-02-17,28566.8
2359,2063,Savings,Active,2022-08-21,14087.0
2360,4628,Savings,Dormant,2023-11-27,8964.59
2361,3472,Savings,Active,2023-03-27,11067.12
2362,469,Salary,Active,2024-12-12,26457.34
2363,1345,Savings,Active,2023-02-11,57160.57
2364,9071,Savings,Dormant,2024-10-09,23411.95
2365,6099,Current,Active,2024-12-06,129996.02
2366,3808,Savings,Active,2021-09-11,8994.11
2367,4737,Savings,Active,2022-03-16,11568.56
2368,4958,Savings,Active,2025-12-11,38504.8
2369,3346,Savings,Active,2024-12-10,18696.34
2370,589,Savings,Dormant,2025-07-11,68775.83
2371,3884,Current,Active,2022-03-16,5656.86
2372,9522,Savings,Dormant,2024-04-10,29436.14
2373,92,Salary,Closed,2025-10-22,43865.23
2374,458,Savings,Active,2025-04-24,3594.89
2375,1885,Current,Active,2023-01-22,5916.03
2376,3122,Current,Active,2024-11-19,11844.35
2377,7643,Savings,Active,2025-07-02,5689.69
2378,5612,Savings,Dormant,2023-02-25,20152.46
2379,7953,Salary,Active,2021-08-24,43666.89
2380,9596,Savings,Active,2025-08-03,12922.12
2381,3704,Savings,Active,2026-06-17,46204.71
2382,4483,Savings,Closed,2025-12-21,7868.5
2383,1982,Salary,Active,2021-09-13,10011.69
2384,9985,Savings,Active,2026-02-10,11113.17
2385,4467,Savings,Dormant,2022-01-10,17855.92
2386,2232,Salary,Closed,2024-12-25,4239.99
2387,8964,Savings,Active,2024-06-19,5134.8
2388,5782,Savings,Active,2026-02-06,4429.42
2389,8397,Savings,Active,2022-12-15,27857.89
2390,8414,Current,Active,2026-06-06,30832.06
2391,9384,Savings,Active,2024-12-02,986.44
2392,3316,Salary,Dormant,2024-10-27,113854.91
2393,5176,Salary,Active,2023-10-16,3112.61
2394,1599,Savings,Active,2022-10-12,54333.81
2395,4263,Savings,Active,2023-02-18,63270.14
2396,1543,Salary,Active,2026-06-03,68772.78
2397,8334,Savings,Active,2022-09-29,11501.43
2398,90,Savings,Active,2022-03-05,24579.59
2399,4407,Savings,Active,2024-01-11,18306.81
2400,5491,Current,Active,2026-01-12,133840.66
2401,3707,Savings,Active,2023-09-17,16897.79
2402,1210,Savings,Active,2025-07-21,88234.03
2403,4979,Savings,Closed,2025-03-22,7989.87
2404,3225,Savings,Active,2024-03-21,11815.87
2405,4857,Savings,Active,2023-01-31,16285.98
2406,7794,Savings,Closed,2026-03-02,22444.2
2407,6240,Savings,Active,2022-10-22,20875.44
2408,6854,Savings,Active,2026-02-26,12171.28
2409,9552,Savings,Dormant,2023-09-11,2666.85
2410,1539,Savings,Dormant,2023-09-06,6225.88
2411,149,Current,Active,2024-12-15,38234.3
2412,8066,Savings,Active,2023-02-21,53021.79
2413,7700,Savings,Dormant,2021-08-01,16591.24
2414,1426,Savings,Active,2023-05-05,9797.5
2415,1718,Salary,Active,2026-04-30,4086.59
2416,9547,Current,Active,2025-04-13,88072.67
2417,2636,Savings,Active,2023-08-01,37788.75
2418,2364,Salary,Active,2026-03-31,6441.09
2419,3108,Savings,Active,2022-10-14,30804.5
2420,5629,Savings,Active,2023-08-12,23677.05
2421,1502,Savings,Active,2022-05-16,62180.16
2422,1452,Savings,Active,2024-10-12,26090.48
2423,8642,Savings,Active,2022-10-16,20143.43
2424,1836,Current,Active,2024-06-26,40763.37
2425,9636,Savings,Active,2025-09-01,58775.96
2426,5852,Savings,Active,2025-01-21,22245.97
2427,2949,Savings,Active,2025-12-29,7182.64
2428,3936,Savings,Active,2024-05-07,39284.33
2429,6831,Current,Active,2024-10-28,41052.35
2430,3710,Savings,Active,2022-06-15,30258.0
2431,1290,Savings,Active,2023-09-25,33476.18
2432,504,Current,Active,2025-11-17,13213.66
2433,7952,Salary,Active,2026-03-19,25180.92
2434,5052,Current,Active,2024-07-09,57548.49
2435,3098,Savings,Closed,2026-01-23,33742.52
2436,2148,Salary,Active,2022-08-20,56744.91
2437,9658,Savings,Active,2025-03-21,55661.51
2438,4521,Savings,Active,2026-03-30,136283.23
2439,1898,Salary,Active,2025-05-29,68987.58
2440,3717,Savings,Active,2025-12-13,12782.07
2441,8843,Savings,Dormant,2023-09-14,14085.93
2442,1211,Salary,Active,2021-09-24,3521.43
2443,2188,Savings,Active,2025-01-16,9877.57
2444,8059,Savings,Active,2022-01-24,35576.05
2445,3821,Savings,Active,2023-02-07,54834.09
2446,369,Salary,Active,2022-03-17,8654.97
2447,2844,Savings,Active,2023-11-01,49727.52
2448,3451,Savings,Active,2022-10-04,25628.8
2449,3519,Savings,Active,2023-05-29,69227.7
2450,6645,Savings,Active,2022-11-08,71945.92
2451,9829,Current,Active,2026-06-04,32863.97
2452,3861,Savings,Active,2023-06-11,15850.85
2453,1145,Savings,Dormant,2022-03-15,29991.96
2454,3127,Current,Active,2024-02-21,59183.25
2455,7661,Savings,Dormant,2022-01-17,76578.27
2456,18,Current,Active,2022-09-04,16614.31
2457,6000,Savings,Active,2022-09-06,81414.94
2458,1657,Savings,Active,2025-07-17,19113.57
2459,1597,Savings,Active,2022-04-07,311590.81
2460,9138,Savings,Active,2021-07-28,13348.36
2461,1288,Salary,Active,2024-06-30,9425.65
2462,268,Current,Active,2024-10-31,53950.41
2463,435,Savings,Active,2025-10-25,48061.92
2464,2036,Current,Active,2021-08-08,6789.66
2465,2498,Savings,Active,2025-08-23,20522.74
2466,6441,Savings,Dormant,2023-07-19,39924.95
2467,6038,Current,Active,2024-11-20,23004.34
2468,7807,Savings,Dormant,2026-04-04,57015.1
2469,3209,Savings,Active,2021-07-20,33444.03
2470,1614,Savings,Dormant,2022-11-21,50821.23
2471,8911,Savings,Active,2023-12-21,28448.97
2472,7165,Savings,Dormant,2022-09-26,60841.24
2473,2232,Salary,Active,2021-08-03,61849.95
2474,6464,Current,Active,2023-12-04,26530.06
2475,8933,Savings,Active,2025-11-13,21697.38
2476,5696,Savings,Active,2025-07-25,15615.34
2477,8997,Savings,Active,2023-05-05,16916.35
2478,4513,Savings,Active,2021-07-14,30378.62
2479,7961,Savings,Active,2024-11-02,46026.43
2480,4887,Salary,Active,2024-07-22,70879.37
2481,3772,Savings,Active,2023-10-13,4018.41
2482,9919,Savings,Active,2022-09-16,2233.11
2483,6024,Savings,Active,2025-10-24,19086.35
2484,5905,Current,Active,2023-06-07,25200.9
2485,3513,Current,Active,2026-06-11,3142.8
2486,9291,Savings,Active,2023-02-27,27614.21
2487,8104,Savings,Active,2022-10-20,7200.03
2488,1845,Salary,Active,2026-05-18,25221.85
2489,3925,Savings,Active,2026-01-27,3237.45
2490,4882,Current,Active,2026-03-06,12640.85
2491,535,Savings,Active,2023-05-18,28674.97
2492,7578,Current,Active,2024-12-07,39271.47
2493,5731,Savings,Closed,2023-04-01,24516.8
2494,8477,Salary,Dormant,2023-01-12,7436.03
2495,7988,Current,Active,2022-03-05,32423.28
2496,9322,Savings,Active,2023-03-17,9364.25
2497,8696,Savings,Active,2022-01-10,34815.21
2498,4142,Savings,Active,2021-10-12,117422.18
2499,7937,Salary,Active,2021-07-13,16121.61
2500,8729,Savings,Active,2023-04-05,177222.47
2501,8254,Savings,Active,2024-01-09,40662.69
2502,5862,Savings,Closed,2023-05-13,17272.2
2503,5202,Savings,Closed,2023-10-21,146824.43
2504,2384,Savings,Active,2021-07-02,22066.62
2505,8403,Savings,Active,2022-01-17,9191.21
2506,2448,Salary,Dormant,2026-03-06,11904.51
2507,4805,Savings,Active,2023-02-05,23846.13
2508,3270,Savings,Closed,2024-03-12,11013.54
2509,8569,Savings,Active,2022-09-13,15355.64
2510,9378,Savings,Active,2023-05-10,12069.87
2511,6965,Savings,Active,2026-01-11,39085.61
2512,7063,Savings,Dormant,2024-04-20,160147.92
2513,3499,Savings,Active,2025-05-14,19386.71
2514,2848,Savings,Active,2023-06-04,9014.91
2515,7659,Savings,Active,2024-01-05,20513.7
2516,7447,Savings,Active,2025-01-27,8316.75
2517,8084,Savings,Active,2024-07-19,506013.21
2518,8979,Salary,Dormant,2024-05-23,65422.68
2519,733,Savings,Active,2025-06-22,104099.25
2520,5064,Savings,Active,2022-12-13,51071.84
2521,7314,Savings,Closed,2022-10-31,6728.09
2522,7237,Savings,Active,2023-08-18,33396.53
2523,2700,Savings,Dormant,2022-09-24,33488.49
2524,2159,Savings,Active,2022-10-04,65533.9
2525,3665,Savings,Active,2024-10-09,31680.12
2526,9271,Savings,Active,2021-12-29,9622.12
2527,7812,Salary,Active,2026-01-12,172564.98
2528,8154,Savings,Active,2025-08-05,51819.05
2529,4620,Current,Dormant,2022-03-22,15931.42
2530,2194,Savings,Dormant,2022-11-08,22153.87
2531,4564,Savings,Active,2021-09-27,36429.9
2532,9777,Salary,Active,2025-09-05,15954.13
2533,3007,Savings,Active,2026-03-28,25044.88
2534,4045,Savings,Active,2022-07-08,30973.23
2535,1211,Savings,Active,2025-03-10,18556.29
2536,1987,Savings,Active,2022-01-07,45841.53
2537,3171,Salary,Dormant,2023-10-04,16241.44
2538,7474,Savings,Active,2025-12-11,11917.55
2539,1749,Salary,Active,2022-10-12,59949.34
2540,758,Salary,Active,2025-10-04,41911.36
2541,9370,Savings,Dormant,2024-03-07,21616.07
2542,919,Savings,Active,2023-05-06,11516.6
2543,9312,Savings,Active,2023-03-26,52007.83
2544,8898,Savings,Active,2025-12-21,20973.07
2545,6055,Savings,Active,2021-12-04,17478.99
2546,4930,Savings,Active,2023-11-09,12396.46
2547,2862,Salary,Active,2024-05-30,6718.84
2548,4495,Current,Active,2023-02-20,60808.2
2549,1808,Savings,Active,2023-07-14,9236.36
2550,9592,Current,Active,2022-12-13,5604.42
2551,2650,Current,Dormant,2022-10-17,20151.78
2552,4424,Savings,Active,2025-01-31,29521.75
2553,1296,Savings,Active,2023-04-14,100108.25
2554,9813,Savings,Active,2024-11-20,30176.69
2555,2443,Savings,Active,2025-09-23,2914.75
2556,7640,Savings,Active,2025-01-31,8276.45
2557,2596,Savings,Active,2024-12-04,101196.07
2558,5138,Current,Active,2024-09-17,21502.7
2559,1073,Savings,Active,2024-12-03,7585.19
2560,4076,Current,Active,2023-12-15,5754.95
2561,9642,Current,Active,2023-03-21,39966.32
2562,3943,Salary,Active,2025-03-20,8790.15
2563,1772,Savings,Active,2023-11-11,19948.75
2564,5676,Savings,Closed,2022-07-04,14937.36
2565,1018,Current,Active,2021-09-26,128334.07
2566,3693,Savings,Active,2023-06-19,7438.67
2567,8711,Current,Active,2026-04-07,88904.88
2568,2352,Salary,Active,2023-07-09,208078.03
2569,9328,Savings,Active,2025-07-25,7714.81
2570,2773,Savings,Active,2022-04-30,5271.65
2571,912,Savings,Dormant,2022-03-19,29939.82
2572,9008,Salary,Active,2023-11-21,23564.05
2573,974,Savings,Active,2022-12-16,85308.57
2574,3103,Savings,Active,2023-04-09,6682.73
2575,7463,Savings,Active,2021-12-31,27567.7
2576,1801,Current,Active,2026-06-08,34363.65
2577,809,Savings,Active,2022-11-13,24745.01
2578,5439,Savings,Active,2022-01-29,14697.54
2579,5134,Savings,Active,2023-01-09,21018.16
2580,8762,Savings,Active,2025-06-25,487722.86
2581,970,Current,Active,2023-06-22,4034.46
2582,4080,Savings,Active,2022-04-22,216031.69
2583,1880,Savings,Active,2024-10-31,13438.48
2584,3320,Savings,Active,2023-01-07,7022.05
2585,4706,Salary,Active,2022-03-28,7508.84
2586,6612,Savings,Active,2022-01-15,19190.09
2587,388,Savings,Active,2021-07-20,25190.08
2588,8068,Savings,Active,2025-09-30,23828.13
2589,5958,Savings,Active,2026-04-11,14885.08
2590,2490,Savings,Active,2023-12-28,110973.02
2591,7510,Savings,Active,2026-04-21,7071.73
2592,8708,Current,Active,2025-05-06,15306.68
2593,5938,Savings,Closed,2024-02-04,21372.75
2594,3845,Savings,Active,2025-02-26,21069.09
2595,2891,Current,Active,2021-09-19,7255.2
2596,1443,Savings,Active,2022-11-17,24288.54
2597,723,Savings,Closed,2023-02-12,32574.32
2598,8948,Salary,Closed,2023-12-20,33171.9
2599,2251,Current,Active,2023-05-01,33999.18
2600,1909,Salary,Closed,2023-08-05,10519.07
2601,2587,Savings,Active,2025-04-29,7249.52
2602,8578,Savings,Closed,2023-09-02,8925.45
2603,6127,Salary,Active,2023-11-02,9902.39
2604,6774,Savings,Active,2025-12-30,2119.58
2605,8191,Salary,Active,2024-12-06,17808.75
2606,4088,Salary,Active,2022-10-18,19213.04
2607,9684,Current,Active,2022-01-28,7888.39
2608,5079,Savings,Active,2024-09-04,36083.43
2609,8143,Salary,Active,2023-03-12,17300.19
2610,3319,Savings,Closed,2025-08-18,35312.24
2611,3039,Savings,Active,2024-12-19,12679.77
2612,9265,Current,Active,2026-03-14,12760.8
